"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 26 17:39:42 CST 2023","Mon Jun 26 17:39:47 CST 2023","5208","application.task_ui","test_ui_task","TestTask","","","登录",""
"broken","Mon Jun 26 17:39:39 CST 2023","Mon Jun 26 17:39:40 CST 2023","1023","application.task_interface","test_interface_task","TestTask","","","删除IPC",""
